date,min_temperature,max_temperature,avg_humidity,avg_wind_speed,avg_pressure,month
2005-12-31,0.5777777777777773,0.5777777777777773,0.89,17.114300000000004,1016.66,12
2006-01-01,1.161111111111113,7.438888888888889,0.8170833333333333,21.22919166666667,1011.985,1
2006-01-02,1.6944444444444429,7.505555555555554,0.8470833333333334,17.8247125,1010.3841666666667,1
2006-01-03,1.6666666666666667,2.8999999999999995,0.8970833333333333,7.726658333333333,1021.1708333333332,1
2006-01-04,1.6666666666666667,2.811111111111112,0.9066666666666667,12.152816666666668,981.7708333333334,1
2006-01-05,1.161111111111113,3.938888888888891,0.95125,8.991179166666667,935.8737500000001,1
2006-01-06,2.2222222222222223,2.8277777777777797,0.9458333333333333,5.7295875,1023.6458333333334,1
2006-01-07,-1.0166666666666655,2.2666666666666657,0.9358333333333334,6.589595833333334,1030.2237499999999,1
2006-01-08,-4.933333333333333,2.683333333333332,0.86875,5.397525000000001,1035.48125,1
2006-01-09,-6.205555555555557,2.294444444444446,0.7925,5.1137625,1034.5425,1
2006-01-10,-2.8888888888888884,2.9277777777777794,0.8145833333333333,3.779475,946.8045833333334,1
2006-01-11,-4.761111111111111,1.2055555555555566,0.89875,5.115775,1032.3708333333334,1
2006-01-12,-1.5722222222222213,1.183333333333335,0.8841666666666667,4.613991666666667,1035.07625,1
2006-01-13,-1.1055555555555547,0.2500000000000015,0.9237500000000001,6.6110625,1037.4929166666666,1
2006-01-14,-4.3277777777777775,-0.0888888888888889,0.8937499999999999,6.8284125,1037.0654166666666,1
2006-01-15,-5.322222222222221,-2.0111111111111115,0.8575,7.3382458333333345,1036.4783333333332,1
2006-01-16,-4.3277777777777775,-2.755555555555556,0.8183333333333334,2.543129166666667,1031.5133333333333,1
2006-01-17,-4.905555555555555,-2.144444444444444,0.8954166666666667,12.578125,1024.19,1
2006-01-18,-0.5999999999999991,3.888888888888889,0.9275000000000001,12.553975000000001,1007.4770833333333,1
2006-01-19,-5.444444444444445,2.2666666666666657,0.7941666666666666,17.628829166666666,1019.7545833333334,1
2006-01-20,-5.488888888888888,0.1555555555555562,0.8312499999999999,7.944679166666667,1026.86375,1
2006-01-21,-2.727777777777778,6.199999999999998,0.8604166666666666,7.846737500000001,1020.5500000000001,1
2006-01-22,-11.533333333333331,2.205555555555555,0.8020833333333334,20.473833333333335,1024.99125,1
2006-01-23,-12.733333333333334,-10.0,0.6816666666666666,15.694145833333335,1038.81375,1
2006-01-24,-14.033333333333331,-7.127777777777776,0.7816666666666667,4.704554166666667,1043.5145833333333,1
2006-01-25,-14.088888888888889,-4.949999999999999,0.7845833333333333,4.5985625,1033.6266666666668,1
2006-01-26,-12.377777777777778,-2.783333333333334,0.7075,9.180354166666667,1028.1845833333334,1
2006-01-27,-13.544444444444444,-0.1611111111111106,0.6887500000000001,6.3823083333333335,1031.5804166666667,1
2006-01-28,-10.072222222222225,0.1111111111111126,0.7158333333333333,5.2714083333333335,1031.7954166666666,1
2006-01-29,-2.6333333333333324,5.166666666666665,0.6808333333333333,8.847620833333334,1031.14375,1
2006-01-30,-1.722222222222223,1.15,0.78375,5.685983333333334,1029.2675,1
2006-01-31,-2.4000000000000004,-0.0055555555555564,0.8845833333333334,8.744312500000001,1023.7208333333333,1
2006-02-01,-2.744444444444446,-0.0333333333333326,0.8641666666666666,6.619783333333334,1024.91375,2
2006-02-02,-4.861111111111111,-2.7999999999999994,0.9141666666666667,5.485404166666666,1020.4925,2
2006-02-03,-4.883333333333333,-2.244444444444444,0.7912500000000001,3.9210208333333334,1019.5541666666667,2
2006-02-04,-4.855555555555554,-2.7999999999999994,0.8095833333333333,7.9258958333333345,1022.59125,2
2006-02-05,-8.77222222222222,-2.116666666666666,0.6979166666666666,14.9951375,1027.5525,2
2006-02-06,-11.083333333333334,-2.2222222222222223,0.6679166666666667,15.305733333333334,1026.9424999999999,2
2006-02-07,-13.927777777777775,-1.0888888888888897,0.6454166666666666,12.839079166666666,1022.2595833333334,2
2006-02-08,-4.355555555555556,0.0944444444444453,0.9029166666666667,11.182791666666667,1011.0233333333334,2
2006-02-09,-2.9611111111111104,2.2666666666666657,0.9316666666666666,9.786116666666667,1007.1333333333333,2
2006-02-10,-2.805555555555556,0.4833333333333319,0.9716666666666667,5.1781625,1012.2904166666667,2
2006-02-11,-4.261111111111112,1.1388888888888873,0.9254166666666667,8.172091666666667,1019.0004166666666,2
2006-02-12,-4.661111111111111,2.2666666666666657,0.8145833333333333,13.165104166666667,1023.0308333333334,2
2006-02-13,-4.966666666666667,1.1388888888888873,0.7991666666666667,8.093604166666667,1023.25375,2
2006-02-14,-3.75,1.9722222222222203,0.8595833333333333,5.3834375,1023.7712500000001,2
2006-02-15,-4.888888888888889,0.5111111111111121,0.92125,11.876433333333333,1019.5629166666666,2
2006-02-16,-0.4888888888888883,3.405555555555557,0.9512499999999999,19.274383333333336,1002.6304166666667,2
2006-02-17,0.6666666666666683,7.611111111111112,0.9408333333333334,12.562025,1001.8825,2
2006-02-18,0.5999999999999991,12.261111111111113,0.8170833333333333,14.577879166666667,1010.8429166666666,2
2006-02-19,1.761111111111112,14.02777777777778,0.7370833333333334,11.577241666666666,1012.1066666666667,2
2006-02-20,2.361111111111111,14.083333333333334,0.7729166666666667,15.804833333333335,1010.90625,2
2006-02-21,3.838888888888887,11.25,0.8908333333333333,9.006608333333334,929.1904166666667,2
2006-02-22,0.6444444444444426,7.711111111111112,0.8562500000000001,9.818316666666666,1018.2941666666667,2
2006-02-23,-0.0999999999999998,4.366666666666666,0.8566666666666666,10.479758333333335,1020.7108333333334,2
2006-02-24,1.1333333333333329,5.972222222222222,0.8808333333333334,18.148054166666668,1014.7454166666666,2
2006-02-25,0.5777777777777773,2.7333333333333343,0.9345833333333333,5.1540125,1012.4333333333334,2
2006-02-26,-1.7388888888888885,2.6722222222222234,0.9075000000000001,12.054875000000001,1009.6595833333334,2
2006-02-27,-4.038888888888888,0.1111111111111126,0.7591666666666667,14.2464875,676.2333333333333,2
2006-02-28,-4.905555555555555,-2.2277777777777787,0.7954166666666667,14.161962500000001,842.14125,2
2006-03-01,-7.566666666666667,2.433333333333335,0.8420833333333334,12.371508333333333,1008.6883333333334,3
2006-03-02,-5.072222222222221,2.2000000000000006,0.8766666666666666,9.719704166666668,1008.0779166666666,3
2006-03-03,-10.1,5.022222222222222,0.8020833333333334,15.353362500000001,1009.7800000000001,3
2006-03-04,3.4999999999999982,11.02777777777778,0.75875,22.925729166666667,999.3445833333334,3
2006-03-05,-0.5333333333333338,8.88888888888889,0.9079166666666666,17.3075,791.8241666666667,3
2006-03-06,-2.994444444444445,0.1999999999999996,0.8583333333333334,12.843104166666668,1010.28375,3
2006-03-07,-3.111111111111112,2.1722222222222203,0.6741666666666667,18.336558333333333,1012.9491666666667,3
2006-03-08,-4.238888888888888,2.7999999999999994,0.68125,12.281616666666666,1017.0233333333334,3
2006-03-09,-4.383333333333334,2.6500000000000017,0.7529166666666667,19.521250000000002,1010.6433333333333,3
2006-03-10,2.2666666666666657,6.333333333333332,0.8745833333333333,10.656858333333334,1005.2154166666666,3
2006-03-11,1.594444444444443,7.872222222222224,0.8541666666666666,10.195995833333333,1002.85125,3
2006-03-12,-0.3055555555555559,7.022222222222222,0.7925,26.501270833333336,1009.5391666666666,3
2006-03-13,-2.2000000000000006,-0.0444444444444434,0.9049999999999999,31.941729166666665,1015.63625,3
2006-03-14,-2.105555555555555,1.1166666666666656,0.8591666666666667,14.795900000000001,1019.1441666666666,3
2006-03-15,-1.1111111111111112,3.733333333333333,0.7970833333333333,5.3029375,1020.9083333333333,3
2006-03-16,-0.0222222222222217,7.083333333333333,0.8116666666666666,3.7298333333333336,1021.225,3
2006-03-17,1.161111111111113,6.122222222222224,0.8570833333333333,8.141904166666666,1019.8299999999999,3
2006-03-18,1.1333333333333329,5.172222222222223,0.8345833333333333,4.3865791666666665,1019.3762499999999,3
2006-03-19,0.0944444444444453,7.872222222222224,0.7879166666666667,7.3892291666666665,1015.8820833333333,3
2006-03-20,-1.1777777777777785,12.916666666666666,0.74375,11.301529166666667,1011.1770833333334,3
2006-03-21,1.25,16.083333333333332,0.7133333333333334,12.965866666666665,1009.295,3
2006-03-22,7.805555555555554,13.916666666666664,0.8520833333333333,9.501683333333334,1006.1666666666666,3
